time mass_frac
0.45476700207733495 0.7243932912537205
0.47796597870476204 0.7223347166906724
0.5023484020512822 0.720274930698775
0.527974643147885 0.7181903104154701
0.5549081527260037 0.7161056901321652
0.5832156183219137 0.7140609938013364
0.6129671293954891 0.7120308728817288
0.644236350872137 0.7099955092154443
0.6771007055376062 0.707952863956553
0.711641565737288 0.7058958827902241
0.747944454854642 0.7037162499713765
0.7860992590676272 0.7015366171525291
0.8262004499074289 0.6993979006497688
0.8683473181705602 0.6972700149365612
0.9126442197634823 0.6951694014452416
0.95920083408848 0.6930987208803846
1.0081324356105341 0.6910069018120153
1.059560179277616 0.688806370439869
1.1136114005010807 0.6866058390677224
1.1704199304389404 0.6843409513438325
1.2301264273626356 0.6820646028997687
1.2928787249277813 0.6786882688061076
1.3588321982112224 0.6743554254519265
1.4281501484206724 0.6703972607424128
1.5010042072295267 0.6677603312535678
1.5775747617379339 0.665123401764723
1.6580514011123852 0.6627861346711628
1.742633386009649 0.6604796021822473
1.831530141947403 0.6582399866410866
1.9249617778430974 0.6560462944954442
2.0231596310050106 0.6539127592727156
2.1263668399248385 0.6519346294341815
2.234838946290119 0.6499564995956476
2.348844527707024 0.6480526556756334
2.4686658627001665 0.6461514967888188
2.594599629635989 0.644240517943352
2.7269576413002135 0.6423242784057499
2.8660676169482504 0.6404411817212511
3.012273993740077 0.6386232278859553
3.1659387795688 0.6368066415485096
3.327442449394413 0.6350474901207819
3.497184887302176 0.633288338693054
3.6755863766180563 0.6315311074320311
3.863088640532871 0.629774663124576
4.06015593581161 0.6280432226622239
4.2672762022960855 0.6263500233747354
4.48496227104698 0.6246592183870009
4.713753134116719 0.6229954347822046
4.954215279097153 0.6213316511774085
5.206944091746301 0.6196982921491261
5.472565330167208 0.6180741526894842
5.751736674188838 0.6164724136381219
6.045149353785442 0.6148976699505837
6.3535298605662005 0.6133216392128295
6.6776417465729905 0.6117376716654099
7.018287514839912 0.6101537041179905
7.376310606395817 0.608648855062643
7.752597488629457 0.6071607211816767
8.148079850188267 0.6056999252991531
8.563736907845206 0.6042652247787785
9.000597831045503 0.602833210318142
9.45974429013664 0.6014120980999709
9.942313134590746 0.5999909858817997
10.449499207850991 0.5986062887230126
10.982558305771269 0.5972263830194073
11.542810285974566 0.595864948737497
12.131642335828579 0.5945174622638045
12.75051240713013 0.5931806770547055
13.400952826002978 0.5918750227971501
14.084574086946684 0.5905693685395947
14.803068840430969 0.5892636837121161
15.55821608390878 0.5879579969976053
16.35188556662486 0.5867124823087163
17.186042419126625 0.5855026251164918
18.06275201893943 0.5843151997766598
18.984185104454166 0.5831767921883518
19.952623149688797 0.582038384600044
