time mass_frac
0.0 1.0
0.001 0.9784328752113681
0.0010510128846672171 0.9762431964281362
0.001104628083736506 0.9740535176449043
0.0011609783487723253 0.9743442678868803
0.0012202032033793854 0.9757701297166632
0.0012824492886639467 0.9757311401170153
0.0013478707263181165 0.9732202137302028
0.0014166295002261005 0.9708749950358835
0.0014888958575373136 0.9712142409599531
0.0015648487301993617 0.9715534868840227
0.0016446761779946644 0.9718244560017761
0.0017285758541776255 0.9720719549673581
0.0018167554948653269 0.9717645633189338
0.0019094334333934245 0.9707223165330416
0.0020068391409108514 0.9698015185648128
0.002109213794551796 0.9698037316108263
0.0022168108745917697 0.9698059446568397
0.002329896792066355 0.9685629011379555
0.0024487515484065544 0.967013055276995
0.00257366942872409 0.9651597590639444
0.0027049597304631343 0.962988562482037
0.0028429475292227196 0.9619143707107425
0.0029879744836459076 0.9660326683763489
0.003140399681368727 0.9701509660419557
0.0033006005281233553 0.9711065122833762
0.003468973682197071 0.9715491799154691
0.0036459360365606016 0.9723328761328215
0.003831925751097718 0.973399553516666
0.0040274033374918085 0.9737511787646629
0.004232852799455644 0.9717431319643621
0.004448782831127585 0.9697350851640617
0.004675728076601392 0.9680958760960154
0.004914250453708332 0.9664893488523463
0.005164940545329175 0.9645468819318093
0.00542841906168109 0.962384762145628
0.005705338377199951 0.9594782333735659
0.005996384145823499 0.9547553466759544
0.006302276998674728 0.9500324599783432
0.006623774328348983 0.9458810584039758
0.0069616721642227234 0.9417432636182574
0.007316807143427192 0.9376482702664773
0.007690058582367121 0.933575053082841
0.008082350653913557 0.9295422647522129
0.008494654675661665 0.9255849436138659
0.008927991514919029 0.921635821808683
0.009383434116379496 0.917913548221035
0.009862110158740792 0.9141912746333875
0.010365204846844032 0.9106393449196566
0.01089396384624817 0.9071533547700225
0.011449696367505667 0.9037180601847952
0.012033778407775893 0.900356636279132
0.012647656157802618 0.8970115113792544
0.013292849582691226 0.8938253017857858
0.013970956185351725 0.8906390921923171
0.014683654961925823 0.887536899485275
0.015432710558991761 0.884458532462444
0.01621997764284016 0.8814325249597297
0.017047405491639214 0.8784667309051499
0.017917042821859484 0.8755124500100725
0.0188310428609086 0.8726228199337384
0.019791668678535563 0.8697331898574041
0.02080129879020548 0.8670979825160643
0.021862433046318564 0.8645122462620846
0.02297769882185518 0.8619561081194246
0.02414985752177254 0.8594269371448557
0.025381811418260458 0.8569079309450359
0.026676610836785245 0.8544273250053789
0.02803746170871442 0.8519467190657216
0.029467733509222598 0.8495052545750279
0.030970967600132873 0.8470683650588883
0.032550885998350584 0.8447084941976819
0.03421140059160017 0.8424040767680274
0.03595662282428345 0.8400930293874361
0.03779087387744126 0.8377638217064532
0.03971869536802454 0.8354346140254704
0.04174486059396593 0.8329290051762528
0.043874386352894985 0.830414791391999
0.04611254536376016 0.8277728988527098
0.0484648793221135 0.8250590419242186
0.050937212621383086 0.8224467536381143
0.053535666774107246 0.8200448575398116
0.05626667556883737 0.8176428892144303
0.059137001000238214 0.8152347815873473
0.0621537500118285 0.8128266739602643
0.06532439209281694 0.8104686374183672
0.06865677777260391 0.8081322983467174
0.07215915805874054 0.8058249466682004
0.07584020486647461 0.8035641504998661
0.07970903249046622 0.8012940110748883
0.08377522017183787 0.7988992948946619
0.0880488358164346 0.7965045787144357
0.09254046092302115 0.7941475055647458
0.09726121678313839 0.7918025940095369
0.10222279201748988 0.7894686223072666
0.107437471517039 0.7871484693666027
0.11291816686047523 0.7848323857679931
0.11867844828336223 0.7825440476833878
0.1247325782781258 0.7802557095987825
0.13109554690807246 0.7780693401253346
0.13778310892287984 0.7759062777630082
0.1448118227674533 0.7737609875100002
0.15219909158073902 0.7716334693663107
0.15996320628600247 0.7694939225776491
0.16812339087926856 0.7673017504672356
0.17669985002805433 0.7651095783568218
0.18571381909825 0.7628311808866419
0.19518761673301763 0.760540137030363
0.20514470011388802 0.758290856874126
0.21560972304088885 0.7560746396470888
0.2266085969755043 0.7538773525488848
0.23816855519761582 0.7517386587065925
0.2503182202352695 0.7495999648643004
0.2630876747342346 0.7474099843313109
0.27650853594281843 0.7452161572965191
0.29061403399637076 0.7430941273277575
0.30543909419530235 0.7410168011925615
0.32102042348034654 0.738938524014312
0.337396601319171 0.7368580521213235
0.3546081752293768 0.7347775802283352
0.37269776117440573 0.7326894747800167
0.39171014908092566 0.7306012795251648
0.41169241373896975 0.7285264680667237
0.432694031359404 0.7264581177513778
