#Observed stellar mass range: 7.6 < log10(M*/Msun) < 7.8
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.244144 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 405506
#Bestfit SF galaxies in bin: 405340
#Bestfit Q galaxies in bin: 166
#Bestfit central galaxies in bin: 264991
#Bestfit satellite galaxies in bin: 140515
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 2.48105e-10 0 0 5.07795e-13 0 0 0 0 0 0 0 0 7.63755e-10 0 0.000000 0.057873
0.059561 0 1.40103e-07 0 0 1.03149e-07 0 0 0 0 0 0 0 0 4.04211e-07 0 0.057873 0.061248
0.062373 1.29955e-07 5.05321e-07 1.29955e-07 1.30009e-07 3.42215e-07 1.30009e-07 0 1.34631e-06 0 0 0 0 3.75033e-07 1.47365e-06 3.75033e-07 0.061248 0.063498
0.064623 3.80042e-07 9.90532e-07 3.71216e-07 3.80198e-07 7.35798e-07 3.75934e-07 0 5.23516e-06 0 0 3.54087e-08 0 1.09675e-06 2.85749e-06 1.07118e-06 0.063498 0.065748
0.066873 8.6566e-07 1.8098e-06 7.93632e-07 8.66014e-07 1.0541e-06 8.07089e-07 0 1.68085e-05 0 3.57207e-07 4.06901e-07 3.51877e-07 1.82453e-06 4.08943e-06 1.63869e-06 0.065748 0.067998
0.069123 3.36379e-06 3.98914e-06 3.03247e-06 3.36517e-06 3.02434e-06 3.06863e-06 0 0.000122783 0 1.33355e-06 1.82183e-06 1.23303e-06 7.19253e-06 8.06972e-06 6.39841e-06 0.067998 0.070248
0.071373 1.14069e-05 8.36342e-06 1.00618e-05 1.14116e-05 5.71713e-06 1.02627e-05 0 0.000284827 0 4.1946e-06 3.02609e-06 3.84213e-06 2.50084e-05 2.08478e-05 2.19564e-05 0.070248 0.072498
0.073623 2.30149e-05 2.32823e-05 1.99197e-05 2.30037e-05 1.7357e-05 2.00522e-05 5.02583e-05 0.000713599 4.84872e-05 6.9907e-06 7.83217e-06 5.99904e-06 5.32342e-05 5.27155e-05 4.53816e-05 0.072498 0.074748
0.075873 5.61251e-05 4.59264e-05 4.59438e-05 5.61147e-05 3.09223e-05 4.83793e-05 8.14724e-05 0.00124696 5.66693e-05 1.60296e-05 1.50338e-05 1.3204e-05 0.000131739 0.000103881 0.000108625 0.074748 0.076998
0.078123 0.00010705 8.16999e-05 8.72264e-05 0.000106928 5.71431e-05 8.8876e-05 0.000405549 0.00195365 0.00031562 3.86241e-05 3.03429e-05 3.16765e-05 0.000236092 0.000185118 0.000192449 0.076998 0.079248
0.080373 0.000186136 0.000139908 0.00014689 0.000185799 0.0001112 0.000148075 0.00100837 0.00230211 0.000856051 7.53089e-05 5.93924e-05 5.994e-05 0.000395139 0.000309446 0.000312747 0.079248 0.081498
0.082904 0.000286035 0.000204135 0.000215627 0.00028531 0.000175502 0.000219736 0.00205659 0.00229666 0.00175421 0.000137535 0.000118799 0.000104923 0.000566086 0.000441423 0.000423714 0.081498 0.084311
0.085998 0.0005625 0.000397833 0.000406305 0.000560539 0.000309671 0.000412926 0.00535202 0.000903259 0.00472755 0.000295312 0.000254167 0.000208837 0.00106638 0.000732154 0.000783111 0.084311 0.087685
0.089373 0.000973944 0.000662951 0.00066694 0.000971717 0.000567952 0.000676902 0.00641167 0.00311687 0.00520177 0.000560655 0.000487498 0.000382815 0.00175335 0.00118532 0.00119335 0.087685 0.091061
0.092748 0.00156738 0.00121564 0.00100778 0.00156395 0.00108135 0.00103523 0.00993799 0.00261319 0.00809864 0.000965332 0.000817241 0.000632663 0.00270276 0.00192265 0.00172368 0.091061 0.094435
0.096123 0.00233616 0.0016384 0.0014313 0.00233033 0.00151909 0.00147096 0.0165557 0.00457235 0.0133802 0.00148843 0.0011477 0.000911159 0.00393484 0.0025255 0.00234393 0.094435 0.097811
0.099498 0.00328676 0.00229986 0.0019008 0.00328134 0.00201935 0.00200768 0.0165215 0.00436385 0.0119362 0.00221036 0.0016817 0.00127438 0.00531671 0.00342827 0.00301758 0.097811 0.101186
0.102873 0.00431751 0.00295996 0.00230599 0.00431159 0.00269516 0.00248666 0.0187624 0.00637304 0.0129688 0.00301361 0.00218268 0.00159164 0.00677648 0.00420644 0.00360412 0.101186 0.104560
0.106248 0.00538595 0.00346955 0.00267637 0.00538148 0.00316943 0.00294007 0.01631 0.00826857 0.00956638 0.0038836 0.00276528 0.00185817 0.00821917 0.00479841 0.00406424 0.104560 0.107936
0.109623 0.00649614 0.00386769 0.00295652 0.00648997 0.00356354 0.00318372 0.0215699 0.00631552 0.0130074 0.00485623 0.00322876 0.00209821 0.00958877 0.00523688 0.00435202 0.107936 0.111310
0.112998 0.0074736 0.00415975 0.00314837 0.00746665 0.00402215 0.00335315 0.0244439 0.0051031 0.0143997 0.0057216 0.00345503 0.00231434 0.0107776 0.00511176 0.00454444 0.111310 0.114686
0.116373 0.0081999 0.00447959 0.00327139 0.00819384 0.00425041 0.00340674 0.022982 0.00776559 0.0121207 0.00634328 0.0035769 0.00234746 0.0117012 0.00534969 0.00472244 0.114686 0.118060
0.119748 0.00888934 0.00431883 0.00321138 0.00888215 0.00422637 0.00342151 0.0264322 0.00917929 0.0134615 0.00689789 0.00358375 0.00239644 0.0126449 0.00544632 0.00479168 0.118060 0.121435
0.123123 0.00971321 0.00457266 0.00327108 0.00970561 0.0041673 0.00349932 0.028265 0.00887811 0.0138534 0.00758363 0.00363063 0.00248089 0.0137293 0.00553955 0.00497057 0.121435 0.124811
0.126498 0.0107226 0.00452164 0.0033489 0.0107148 0.00440781 0.00355311 0.0299246 0.00884885 0.0139245 0.00845073 0.00374162 0.00261164 0.0150071 0.00564815 0.00489024 0.124811 0.128185
0.129873 0.011788 0.00468327 0.00347688 0.0117794 0.00461047 0.00364949 0.0328909 0.00933514 0.0150325 0.00936404 0.00400184 0.00270047 0.0163592 0.00628584 0.00480456 0.128185 0.131561
0.133248 0.012912 0.00505993 0.00376897 0.0129038 0.00479382 0.00388251 0.0331155 0.0123966 0.0134865 0.0104058 0.00435451 0.00297783 0.0176385 0.00637176 0.00491551 0.131561 0.134935
0.137045 0.0139903 0.00530761 0.00383195 0.0139826 0.0049354 0.00382463 0.0328634 0.0122301 0.0122894 0.0114179 0.00444527 0.00304422 0.0188417 0.00650611 0.00500944 0.134935 0.139154
0.141685 0.0155898 0.00543985 0.00384872 0.0155815 0.00488977 0.003869 0.0359998 0.011972 0.013399 0.0129817 0.00457324 0.00310498 0.0205084 0.00619369 0.0050586 0.139154 0.144217
0.146748 0.0170582 0.00528439 0.00389652 0.0170488 0.00493313 0.00396885 0.0398548 0.0109169 0.0147189 0.014372 0.00454045 0.00331791 0.022124 0.00626342 0.00500934 0.144217 0.149279
0.151810 0.0184864 0.00549829 0.00397699 0.0184756 0.00490104 0.00414469 0.0448285 0.0102994 0.0180085 0.0157991 0.00478125 0.00349312 0.0235542 0.00646142 0.00522503 0.149279 0.154342
0.156873 0.0197128 0.00553296 0.00398618 0.0196997 0.00532463 0.0041546 0.0516955 0.00720553 0.0240259 0.0171266 0.00499486 0.00362928 0.02459 0.00651176 0.00520588 0.154342 0.159404
0.161935 0.0207897 0.00567369 0.00427721 0.0207771 0.00508252 0.00437347 0.0517695 0.00982241 0.0227573 0.0181791 0.00519299 0.00379898 0.025713 0.00715013 0.00531054 0.159404 0.164467
0.166998 0.0217306 0.00595719 0.00445555 0.0217183 0.00562699 0.00466543 0.0517903 0.0126547 0.0217088 0.0191603 0.00514199 0.00392163 0.0265777 0.00736948 0.00539402 0.164467 0.169529
0.172060 0.022329 0.00608057 0.00449159 0.0223175 0.00588694 0.00480922 0.0505214 0.0177659 0.0181044 0.019734 0.00542548 0.00383264 0.0272228 0.00761903 0.00558997 0.169529 0.174591
0.177123 0.0231444 0.00594443 0.00476326 0.0231285 0.00590009 0.00495945 0.061855 0.00655283 0.0295252 0.0205243 0.00562147 0.00406383 0.0280854 0.00765929 0.00566159 0.174591 0.179654
0.182185 0.0239481 0.00594854 0.00464051 0.023931 0.0056482 0.0049628 0.0657364 0.0032207 0.032053 0.0213203 0.00560012 0.00406731 0.0289038 0.00765349 0.00614323 0.179654 0.184716
0.187248 0.0245466 0.00581037 0.0045846 0.0245288 0.00563636 0.00532131 0.0680005 0.00662338 0.0336698 0.0220186 0.00537674 0.00412033 0.0293141 0.00767064 0.00586801 0.184716 0.189779
0.192310 0.0252375 0.00551946 0.00510371 0.0252211 0.00538132 0.00539185 0.0653171 0.011849 0.030968 0.0227694 0.00545316 0.00425819 0.0298921 0.00747945 0.00626999 0.189779 0.194842
0.197373 0.0258451 0.0058691 0.00511754 0.025828 0.00546072 0.00569039 0.0675621 0.011069 0.0329688 0.0234492 0.00546628 0.00436163 0.0303633 0.0067698 0.00657918 0.194842 0.199904
0.202435 0.0263419 0.00616061 0.00525781 0.0263261 0.0060082 0.00577834 0.0649109 0.00938831 0.030905 0.0240637 0.00573101 0.00444619 0.0306382 0.00652803 0.00662948 0.199904 0.204967
0.207498 0.0268799 0.00638695 0.00550716 0.0268637 0.00559546 0.00579833 0.066331 0.00530597 0.0326422 0.0247666 0.00567047 0.00473285 0.0308651 0.00721962 0.00673821 0.204967 0.210029
0.212560 0.0273407 0.00681344 0.00573642 0.0273246 0.00580547 0.00583462 0.0667006 0.0013272 0.0333809 0.0254031 0.00583751 0.00496608 0.0309947 0.00796856 0.0068969 0.210029 0.215091
0.217623 0.0277381 0.00715038 0.00588316 0.027722 0.00619588 0.00607416 0.0670253 -0.00116848 0.0340815 0.0260021 0.00631578 0.00512464 0.0310119 0.00820952 0.00691841 0.215091 0.220154
0.222685 0.0282167 0.00744516 0.00604275 0.0282039 0.00666298 0.00618028 0.0593499 0.00387543 0.0270319 0.0266805 0.00679687 0.00532633 0.0311137 0.00838888 0.00681381 0.220154 0.225217
0.227748 0.0288139 0.00761623 0.00629333 0.0288025 0.00722655 0.0065774 0.0565853 0.0073916 0.0249627 0.0274837 0.00702731 0.00581324 0.0313223 0.00830574 0.00697634 0.225217 0.230279
0.232810 0.0293591 0.00762405 0.00648043 0.0293477 0.00761303 0.00685707 0.0570282 0.00720155 0.0250738 0.0282001 0.00727159 0.00612081 0.0315447 0.00810149 0.00707466 0.230279 0.235342
0.237873 0.0296519 0.00755567 0.00674257 0.0296411 0.00754016 0.00701013 0.0561944 0.00727645 0.0250879 0.0286854 0.00729566 0.00641576 0.0314746 0.00756971 0.00725202 0.235342 0.240404
0.242935 0.0298772 0.00726955 0.00704644 0.0298695 0.00722373 0.00711954 0.0488781 0.0133645 0.0192281 0.0291487 0.00721574 0.00665212 0.0312512 0.00727821 0.00729825 0.240404 0.245467
0.247998 0.0304189 0.00740453 0.00713419 0.030414 0.00739069 0.00718438 0.0422221 0.0174687 0.0137485 0.029947 0.00729482 0.00695251 0.0313087 0.00777399 0.00755404 0.245467 0.250529
0.253060 0.0305166 0.00792965 0.00726433 0.0305126 0.00775395 0.00738316 0.0401315 0.0191963 0.0130352 0.0302678 0.00754413 0.0071822 0.0309858 0.00838419 0.00753666 0.250529 0.255592
0.258123 0.0309964 0.00812542 0.00754493 0.0309887 0.00807516 0.00760496 0.0497458 0.00882695 0.0234911 0.0310278 0.00803493 0.00754681 0.0309373 0.00827839 0.00767219 0.255592 0.260654
0.263185 0.0310646 0.00841747 0.0077484 0.031061 0.00836991 0.00774169 0.0397144 0.0152057 0.0149783 0.0313179 0.0084066 0.00778883 0.0305868 0.00853497 0.0077084 0.260654 0.265716
0.268248 0.0311797 0.00864495 0.00802372 0.0311744 0.0086081 0.00802013 0.0441381 0.00935149 0.0203505 0.031706 0.00823154 0.00820275 0.0301871 0.00880883 0.00786345 0.265716 0.270779
0.273310 0.0315384 0.00897796 0.00833488 0.0315368 0.00896406 0.0082175 0.0356015 0.0142679 0.0133283 0.0323559 0.00904803 0.00842285 0.0299967 0.00869471 0.00798776 0.270779 0.275842
0.278373 0.0318733 0.00949756 0.00858869 0.0318721 0.00949722 0.00840983 0.034942 0.0131365 0.0137024 0.032967 0.00992966 0.00880849 0.0298107 0.00861931 0.00805366 0.275842 0.280904
0.283435 0.0328038 0.0100178 0.00932724 0.0328029 0.0100263 0.00905109 0.0347972 0.0142322 0.0143831 0.0342834 0.0105319 0.0096752 0.0300134 0.00904262 0.008292 0.280904 0.285967
0.288498 0.0330327 0.0107251 0.0091571 0.0330334 0.0107326 0.00912675 0.0313465 0.0131439 0.0116603 0.0347448 0.0106512 0.0102503 0.029804 0.0096418 0.00844101 0.285967 0.291029
0.293560 0.0333787 0.0106681 0.0096694 0.0333812 0.0106863 0.00946601 0.0273463 0.0159952 0.00910398 0.0353653 0.0109813 0.0103965 0.0296323 0.010312 0.00859358 0.291029 0.296091
0.298623 0.0337423 0.0105351 0.00993422 0.0337438 0.0105919 0.0096461 0.0301809 0.0071853 0.0143558 0.0360286 0.0110682 0.0105604 0.0294306 0.0108403 0.00869781 0.296091 0.301154
0.303685 0.0341115 0.0109956 0.00998572 0.034117 0.0109901 0.00970398 0.0205849 0.0121972 0.00732876 0.0366801 0.0112768 0.0109952 0.0292676 0.0105593 0.00887503 0.301154 0.306217
0.308748 0.0345005 0.0114525 0.0102471 0.0345074 0.0115855 0.00963478 0.0176829 0.0123672 0.00695914 0.0373716 0.0115987 0.011156 0.0290859 0.0108995 0.0089829 0.306217 0.311279
0.313810 0.0349745 0.0118774 0.0105066 0.0349829 0.012268 0.0099492 0.0145466 0.0110471 0.00606045 0.0381687 0.0126606 0.0116483 0.0289506 0.0112178 0.00906414 0.311279 0.316341
0.318873 0.0355989 0.0125148 0.01095 0.0356085 0.0126212 0.010383 0.0122604 0.0085214 0.00572318 0.0391906 0.0132122 0.012258 0.0288255 0.0116286 0.00921948 0.316341 0.321404
0.323935 0.036453 0.0130754 0.0114023 0.0364646 0.0130715 0.0109193 0.00811713 0.00867085 0.00344783 0.0405086 0.0140855 0.0130529 0.0288047 0.0121232 0.00948452 0.321404 0.326466
0.328997 0.0374486 0.0135271 0.011965 0.0374613 0.0135247 0.0114087 0.00631952 0.00537142 0.00366861 0.0420273 0.0149205 0.013837 0.0288136 0.012533 0.00965056 0.326466 0.331528
0.334060 0.038698 0.0141917 0.0126301 0.0387138 0.0142828 0.0119621 0.000165902 3.39904e-05 8.16068e-05 0.0438625 0.0160467 0.015053 0.0289586 0.0129908 0.00955841 0.331528 0.336591
0.339122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.336591 0.341653
0.344185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.341653 0.346716
0.349247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.346716 0.351779
0.354310 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.351779 0.356841
0.359372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.356841 0.361903
0.364435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.361903 0.366966
0.369497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.366966 0.372028
0.374560 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.372028 0.377091
0.379622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.377091 0.382154
0.384685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.382154 0.387216
0.389747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387216 0.392278
0.394810 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.392278 0.397341
0.399872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.397341 0.402404
0.404935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.402404 0.407466
0.409997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.407466 0.412529
0.415060 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.412529 0.417591
0.420122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.417591 0.422653
0.425185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.422653 0.427716
0.430247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.427716 0.432779
0.435310 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.432779 0.437841
0.440372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.437841 0.442903
