#Observed stellar mass range: 11.8 < log10(M*/Msun) < 12
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.223118 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 9
#Bestfit SF galaxies in bin: 1
#Bestfit Q galaxies in bin: 8
#Bestfit central galaxies in bin: 9
#Bestfit satellite galaxies in bin: 0
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 5.32799e-05 0 0 0 0 0 6.97519e-06 0 0 5.32799e-05 0 0 0 0 0.000000 0.057873
0.059561 0.226075 0.511058 0.226073 0 0 0 0.254335 0.482799 0.254332 0.226075 0.511058 0.226073 0 0 0 0.057873 0.061248
0.062373 0.531385 0.953492 0.524477 0 0 0 0.597808 1.04202 0.589897 0.531385 0.953492 0.524332 0 0 0 0.061248 0.063498
0.064623 0.95491 2.11905 0.93496 0 0 0 1.07427 1.99969 1.05012 0.95491 2.11905 0.934763 0 0 0 0.063498 0.065748
0.066873 2.17328 1.87569 2.0782 0 0 0 2.44494 1.80847 2.34879 2.17328 2.08013 2.07509 0 0 0 0.065748 0.067998
0.069123 4.08607 3.03199 3.91788 0 0 0 4.59683 3.70758 4.40523 4.08607 3.25354 3.89383 0 0 0 0.067998 0.070248
0.071373 4.14047 2.89078 3.86336 0 0 0 4.65803 2.72149 4.3558 4.14047 2.89078 3.84834 0 0.0145533 0 0.070248 0.072498
0.073623 10.013 4.12581 9.59377 0 0.0271589 0 11.2646 4.13537 10.8517 10.013 4.60893 9.59377 0 0.0724393 0 0.072498 0.074748
0.075873 9.49954 0.560485 8.76762 0.0263097 0.187435 0.0263097 10.6837 -0.11701 10.0622 9.49954 1.06688 8.76762 0 0.314844 0 0.074748 0.076998
0.078123 9.69613 1.43245 8.73513 0.0672096 0.467379 0.0672096 10.8997 1.98884 9.88163 9.69613 1.66161 8.71747 0 0.884413 0 0.076998 0.079248
0.080373 5.48387 12.113 3.98479 0.227876 1.62137 0.227876 6.14087 13.588 4.66828 5.48387 13.1315 3.98479 0 1.15325 0 0.079248 0.081498
0.082904 3.84949 11.5167 1.67236 0.545625 1.23439 0.545625 4.26247 12.5004 1.9981 3.84949 12.1074 1.63482 0 0.779561 0 0.081498 0.084311
0.085998 4.22064 17.0299 1.17121 0.890444 5.2335 0.890444 4.63691 17.5127 1.62352 4.22064 17.5809 1.17121 0 0.702748 0 0.084311 0.087685
0.089373 6.37384 21.5398 1.23986 0.597915 2.59499 0.597915 7.09583 22.708 1.47688 6.37384 21.5398 1.23986 0 0.436791 0 0.087685 0.091061
0.092748 20.025 22.87 9.72591 0.412885 0.985969 0.412885 22.4765 25.9844 10.9306 20.025 23.7602 9.08278 0 1.10886 0 0.091061 0.094435
0.096123 25.6489 21.9271 12.8939 0.929749 0.977355 0.929749 28.7388 26.2672 14.7502 25.6489 23.8443 12.1467 0 1.73876 0 0.094435 0.097811
0.099498 30.3493 28.0616 14.9573 1.68262 1.00359 1.68262 33.9326 30.9573 16.5726 30.3493 28.5539 14.5541 0 2.04625 0 0.097811 0.101186
0.102873 25.3556 39.5205 9.5749 5.07795 1.42663 5.07795 27.8903 41.8384 10.0491 25.3556 43.1553 8.53979 0 2.25126 0 0.101186 0.104560
0.106248 31.0071 47.1682 12.6367 5.71059 2.53688 5.71059 34.1692 56.1402 13.8804 31.0071 50.9221 12.0232 0 2.9505 0 0.104560 0.107936
0.109623 32.5847 58.5295 13.8468 4.55139 0.977938 4.55139 36.0889 61.8648 15.5244 32.5847 62.1147 13.7146 0 3.30945 0 0.107936 0.111310
0.112998 33.0612 75.6322 10.1014 3.84303 2.30448 3.84303 36.7134 80.7458 11.5761 33.0612 75.6322 10.0767 0 2.82077 0 0.111310 0.114686
0.116373 43.2668 129.066 14.7103 4.70501 2.8028 4.70501 48.087 144.324 16.0514 43.2668 135.309 12.8087 0 4.86266 0 0.114686 0.118060
0.119748 63.1007 130.565 28.2328 5.99772 5.0813 5.99772 70.2385 142.037 31.0985 63.1007 130.565 25.0278 0 6.53913 0 0.118060 0.121435
0.123123 76.1945 128.18 36.8219 9.4366 6.83234 9.4366 84.5392 142.589 40.0471 76.1945 136.352 33.9803 0 6.5827 0 0.121435 0.124811
0.126498 91.9293 135.565 45.7686 9.20288 5.88608 9.20288 102.27 144.477 48.892 91.9293 140.421 44.5096 0 5.13075 0 0.124811 0.128185
0.129873 87.1071 160.212 38.3395 9.11351 7.28337 9.11351 96.8564 178.41 41.689 87.1071 165.515 37.9779 0 7.02689 0 0.128185 0.131561
0.133248 113.299 161.414 60.52 7.53065 7.69488 7.53065 126.52 169.366 68.6827 113.299 163.78 58.9701 0 8.44373 0 0.131561 0.134935
0.137045 142.077 112.028 82.7268 7.31897 11.8693 7.31897 158.922 114.54 97.9943 142.077 120.107 80.4699 0 8.65899 0 0.134935 0.139154
0.141685 227.649 77.8584 137.418 7.97158 19.0661 7.97158 255.109 80.3547 156.774 227.649 80.5451 133.564 0 10.7445 0 0.139154 0.144217
0.146748 196.153 110.394 92.6634 8.24056 8.92197 8.24056 219.642 124.291 102.516 196.153 120.588 92.6634 0 18.8906 0 0.144217 0.149279
0.151810 225.729 105.535 103.066 11.0678 9.94654 11.0678 252.561 116.659 113.462 225.729 105.439 103.066 0 27.4833 0 0.149279 0.154342
0.156873 201.02 182.894 49.202 20.1362 18.0436 20.1362 223.63 198.405 51.9949 201.02 184.836 48.5676 0 41.613 0 0.154342 0.159404
0.161935 324.459 133.712 147.007 15.3659 21.4679 15.3659 363.096 127.108 167.214 324.459 139.58 142.502 0 141.549 0 0.159404 0.164467
0.166998 381.148 193.485 189.333 10.4995 38.8483 10.4995 427.479 227.79 205.354 381.148 197.309 184.919 0 333.431 0 0.164467 0.169529
0.172060 429.646 129.162 213.952 12.3489 41.1574 12.3489 481.808 120.456 241.41 429.646 131.526 213.952 0 422.028 0 0.169529 0.174591
0.177123 373.273 187.46 183.676 19.712 33.0624 19.712 417.468 186.903 192.9 373.273 187.46 184.196 0 387.251 0 0.174591 0.179654
0.182185 374.355 202.488 159.865 32.9167 23.8291 32.9167 417.035 203.5 178.651 374.355 212.307 159.865 0 226.734 0 0.179654 0.184716
0.187248 436.696 182.819 162.743 88.9231 21.1514 88.9231 480.167 208.672 184.982 436.696 192.817 161.659 0 173.44 0 0.184716 0.189779
0.192310 390.22 165.981 124.432 149.025 21.0384 149.025 420.369 189.314 123.992 390.22 176.885 121.516 0 139.552 0 0.189779 0.194842
0.197373 436.558 198.987 147.056 375.452 21.8545 375.452 444.196 220.696 136.438 436.558 203.671 147.056 0 173.637 0 0.194842 0.199904
0.202435 446.224 183.934 126.72 713.482 0 713.482 412.817 222.754 88.7329 446.224 190.586 126.72 0 279.544 0 0.199904 0.204967
0.207498 460.486 182.011 139.677 630.682 -0.218136 630.682 439.211 208.844 87.9649 460.486 184.772 137.428 0 278.499 0 0.204967 0.210029
0.212560 451.665 174.736 141.262 370.645 33.4913 370.645 461.792 207.037 121.102 451.665 174.736 133.454 0 507.709 0 0.210029 0.215091
0.217623 476.645 199.037 161.122 361.723 35.0164 361.723 491.01 209.399 140.619 476.645 176.94 165.289 0 1085.83 0 0.215091 0.220154
0.222685 507.188 191.733 164.054 329.659 45.6363 329.659 529.379 200.5 153.727 507.188 173.254 174.15 0 980.726 0 0.220154 0.225217
0.227748 498.534 239.24 144.344 265.116 49.8151 265.116 527.711 260.434 135.387 498.534 181.286 147.284 0 1198.59 0 0.225217 0.230279
0.232810 473.433 186.054 139.226 150.46 69.5343 150.46 513.804 229.665 145.913 473.433 178.251 142.086 0 1169.45 0 0.230279 0.235342
0.237873 419.242 200.928 115.946 192.414 80.3384 192.414 447.596 229.389 124.008 419.242 153.463 117.741 0 1032.35 0 0.235342 0.240404
0.242935 403.673 182.08 100.628 259.248 70.3383 259.248 421.726 218.371 106.675 403.673 158.151 107.716 0 855.54 0 0.240404 0.245467
0.247998 386.533 164.764 110.889 269.547 66.5115 269.547 401.156 196.422 110.89 386.533 152.883 111.365 0 679.693 0 0.245467 0.250529
0.253060 344.253 164.576 77.6652 270.737 81.7116 270.737 353.443 199.126 87.3283 344.253 152.082 80.4774 0 608.369 0 0.250529 0.255592
0.258123 370.11 135.645 118.795 398.206 90.0605 398.206 366.598 170.744 120.719 370.11 138.952 120.915 0 461.446 0 0.255592 0.260654
0.263185 335.841 132.858 109.779 519.505 85.1985 519.505 312.883 160.178 100.084 335.841 126.752 111.081 0 417.594 0 0.260654 0.265716
0.268248 351.172 136.651 119.167 544.922 97.8725 544.922 326.954 157.361 111.197 351.172 133.751 122.92 0 491.566 0 0.265716 0.270779
0.273310 341.236 142.49 117.262 449.292 123.57 449.292 327.73 147.958 122.539 341.236 112.408 119.714 0 572.534 0 0.270779 0.275842
0.278373 292.072 129.214 95.5016 385.727 77.7442 385.727 280.365 145.988 104.542 292.072 129.214 95.3058 0 429.71 0 0.275842 0.280904
0.283435 250.286 148.014 73.4734 402.921 93.9443 402.921 231.206 162.025 73.6325 250.286 148.014 73.4734 0 315.758 0 0.280904 0.285967
0.288498 229.585 114.442 65.0931 449.403 72.6212 449.403 202.108 143.886 56.1234 229.585 119.008 65.6662 0 206.146 0 0.285967 0.291029
0.293560 209.363 81.1964 67.3895 358.141 56.4252 358.141 190.766 104.626 64.4581 209.363 104.199 67.3895 0 38.5935 0 0.291029 0.296091
0.298623 200.435 84.2773 71.8189 406.073 23.3787 406.073 174.73 104.694 62.1702 200.435 99.9111 71.8189 0 7.31295 0 0.296091 0.301154
0.303685 180.026 90.4382 62.0356 402.641 10.5156 402.641 152.199 110.585 49.9114 180.026 101.103 59.1361 0 25.9139 0 0.301154 0.306217
0.308748 164.675 65.2899 55.0391 339.177 40.4125 339.177 142.862 82.6465 51.3545 164.675 71.5193 55.0391 0 51.821 0 0.306217 0.311279
0.313810 167.849 53.5026 64.9304 356.381 28.4726 356.381 144.282 65.5625 58.0745 167.849 67.6526 64.2754 0 5.1532 0 0.311279 0.316341
0.318873 147.791 39.5419 59.2527 337.279 3.46082 337.279 124.105 54.1142 49.2638 147.791 46.7103 57.1353 0 3.34054 0 0.316341 0.321404
0.323935 131.623 49.8694 49.8755 214.948 44.9648 214.948 121.208 58.7179 53.4608 131.623 55.6984 49.1599 0 3.27015 0 0.321404 0.326466
0.328997 104.502 63.8624 36.4168 186.442 34.227 186.442 94.2591 75.9592 37.1042 104.502 76.7974 36.2667 0 2.94198 0 0.326466 0.331528
0.334060 88.0271 68.4022 32.0369 193.125 30.8466 193.125 74.8899 85.2105 27.7209 88.0271 72.2652 31.7031 0 2.74227 0 0.331528 0.336591
0.339122 73.4003 64.3654 23.7789 154.669 36.4461 154.669 63.2417 74.7642 21.4235 73.4003 74.8222 23.6646 0 1.97065 0 0.336591 0.341653
0.344185 55.4095 46.6302 17.8895 105.413 49.7459 105.413 49.1591 56.2884 19.898 55.4095 53.1357 18.0652 0 2.31425 0 0.341653 0.346716
0.349247 40.1009 52.8143 13.0447 103.442 33.065 103.442 32.1833 61.2581 13.7062 40.1009 56.5663 13.0447 0 3.19276 0 0.346716 0.351779
0.354310 21.7712 50.5609 4.92571 53.7186 37.5838 53.7186 17.7778 54.1112 6.99507 21.7712 52.6932 5.23521 0 2.89153 0 0.351779 0.356841
0.359372 20.4226 37.2613 2.8782 75.8345 48.8661 75.8345 13.4962 38.9149 4.91396 20.4226 37.9156 2.8782 0 2.61246 0 0.356841 0.361903
0.364435 16.4529 27.0998 2.77076 67.5037 36.9549 67.5037 10.0716 29.1925 1.58546 16.4529 29.5841 2.62057 0 1.9721 0 0.361903 0.366966
0.369497 14.7968 32.6059 1.30755 73.4373 85.1809 73.4373 7.46671 24.0081 1.1083 14.7968 32.8738 1.0607 0 2.08268 0 0.366966 0.372028
0.374560 15.9683 24.67 3.93742 97.5976 53.228 97.5976 5.76465 23.7605 -0.309243 15.9683 24.7076 3.93742 0 2.88862 0 0.372028 0.377091
0.379622 14.3949 25.7193 4.90826 61.7188 98.0073 61.7188 8.47944 17.2414 2.1785 14.3949 26.4968 4.90826 0 2.78667 0 0.377091 0.382154
0.384685 12.5236 24.2768 4.17084 62.7043 109.461 62.7043 6.25099 14.5608 1.26288 12.5236 24.6431 3.77233 0 1.5631 0 0.382154 0.387216
0.389747 13.5999 22.5514 5.68575 84.9504 106.332 84.9504 4.68114 11.1319 0.746384 13.5999 23.0825 5.64187 0 1.83267 0 0.387216 0.392278
0.394810 11.2057 22.074 4.14596 66.0422 87.8875 66.0422 4.3511 11.1549 -0.0689691 11.2057 22.7479 4.00757 0 2.22551 0 0.392278 0.397341
0.399872 8.08978 22.2293 2.23551 38.7793 119.51 38.7793 4.2536 9.60245 0.419688 8.08978 22.2293 2.23551 0 2.46685 0 0.397341 0.402404
0.404935 4.98968 22.9452 0.369402 11.7999 137.87 11.7999 4.1384 7.47594 0.763942 4.98968 23.5941 0.369403 0 2.9118 0 0.402404 0.407466
0.409997 5.12232 21.5407 0.87874 20.03 129.803 20.03 3.25886 9.31446 0.722697 5.12232 21.0372 0.87874 0 2.56803 0 0.407466 0.412529
0.415060 5.37322 17.2092 1.04938 23.7417 86.1375 23.7417 3.07716 7.82756 0.769046 5.37322 17.2092 1.16615 0 2.49822 0 0.412529 0.417591
0.420122 4.82588 16.6248 0.312363 16.2221 88.9906 16.2221 3.40135 8.58212 0.721125 4.82588 16.7031 0.282718 0 2.90039 0 0.417591 0.422653
0.425185 5.47848 12.4119 1.75239 11.9964 74.3263 11.9964 4.66375 4.28467 2.29758 5.47848 12.6453 1.72015 0 2.34693 0 0.422653 0.427716
0.430247 2.766 15.1647 0.0840997 14.8812 76.5666 14.8812 1.2516 6.32249 -0.22592 2.766 15.8233 0.132326 0 2.40732 0 0.427716 0.432779
0.435310 2.6216 15.6011 0.518068 12.8606 100.943 12.8606 1.34172 3.86559 0.167356 2.6216 16.6127 0.512751 0 2.11061 0 0.432779 0.437841
0.440372 2.91373 11.5062 0.625348 13.9755 74.5517 13.9755 1.531 4.08241 0.096991 2.91373 11.9354 0.604422 0 1.94856 0 0.437841 0.442903
0.445435 4.35092 9.84469 1.67051 22.3152 67.827 22.3152 2.10539 3.25313 0.676552 4.35092 9.84469 1.64419 0 1.33945 0 0.442903 0.447966
0.450497 4.94378 10.3389 2.27235 22.6034 63.0537 22.6034 2.73633 4.04021 1.18074 4.94378 10.3492 2.25215 0 0.94942 0 0.447966 0.453029
0.455560 4.89497 7.71339 2.10545 23.9356 44.5112 23.9356 2.51489 3.85512 0.996384 4.89497 8.33859 2.05021 0 0.799179 0 0.453029 0.458091
0.460622 4.06572 10.8198 1.60877 18.8313 52.9654 18.8313 2.22002 5.01077 0.872107 4.06572 11.075 1.60298 0 0.783595 0 0.458091 0.463154
0.465685 2.80148 9.46549 0.820037 15.2055 46.8415 15.2055 1.25098 5.90281 0.292863 2.80148 10.0967 0.875759 0 0.951675 0 0.463154 0.468216
0.470747 2.55102 9.30854 0.881127 12.9491 40.122 12.9491 1.25126 5.76382 0.345657 2.55102 9.55689 0.881127 0 0.966049 0 0.468216 0.473278
0.475810 2.47785 3.74181 0.904655 11.5088 26.0777 11.5088 1.34899 0.823006 0.434016 2.47785 3.74181 0.917554 0 1.34431 0 0.473278 0.478341
0.480872 2.45804 2.68853 1.03876 11.5085 10.9307 11.5085 1.32673 0.840482 0.41736 2.45804 2.72359 1.03876 0 1.26544 0 0.478341 0.483404
0.485935 2.62048 2.51145 0.999841 12.465 9.50512 12.465 1.38992 0.807033 0.420348 2.62048 2.51145 0.999841 0 1.1401 0 0.483404 0.488466
0.490997 2.36827 3.08962 0.903134 10.7606 16.9755 10.7606 1.31922 0.677244 0.394627 2.36827 3.28494 0.896557 0 1.2922 0 0.488466 0.493528
0.496060 2.51607 2.87933 1.00992 11.7749 15.2349 11.7749 1.35872 0.629072 0.420021 2.51607 2.99023 1.00795 0 1.10684 0 0.493528 0.498591
