#Observed stellar mass range: 10 < log10(M*/Msun) < 10.2
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.223118 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 39355
#Bestfit SF galaxies in bin: 31795
#Bestfit Q galaxies in bin: 7560
#Bestfit central galaxies in bin: 27309
#Bestfit satellite galaxies in bin: 12046
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 3.28986e-05 -3.1485e-06 3.28986e-05 0 9.75405e-08 0 0.00017126 -3.35591e-05 0.00017126 4.74102e-05 -3.3199e-05 4.74102e-05 0 4.71686e-05 0 0.000000 0.057873
0.059561 0.000251006 0.000820129 0.000230753 5.55125e-05 0.0001016 5.17928e-05 0.00107319 0.00337286 0.00102071 0.000224009 0.000529396 0.000212407 0.00031221 0.00116482 0.00029509 0.057873 0.061248
0.062373 0.000788347 0.00144263 0.000708665 0.000206328 0.000315651 0.000187477 0.00323614 0.00585582 0.00294937 0.000664835 0.00107761 0.000601706 0.00106835 0.00207465 0.000965735 0.061248 0.063498
0.064623 0.00272797 0.00227416 0.00247834 0.000844132 0.00110357 0.000756273 0.0106508 0.00649868 0.00975254 0.00194721 0.00191998 0.00176387 0.00449802 0.00393367 0.00411256 0.063498 0.065748
0.066873 0.00446082 0.00320892 0.00386499 0.00170932 0.00182316 0.00144015 0.0160328 0.0077583 0.01445 0.00429793 0.00250913 0.00379534 0.00483009 0.00574071 0.00414879 0.065748 0.067998
0.069123 0.00789737 0.00367066 0.00670881 0.00257753 0.00298124 0.00211712 0.030271 0.00750105 0.0270163 0.00843978 0.00218543 0.00740409 0.00666769 0.00680299 0.0054502 0.067998 0.070248
0.071373 0.00980144 0.00775205 0.00758308 0.00471336 0.00280376 0.0036834 0.0312003 0.0191712 0.0246663 0.00969312 0.00558749 0.00769711 0.010047 0.0101876 0.0073439 0.070248 0.072498
0.073623 0.0162104 0.0074459 0.0121656 0.00686188 0.00480018 0.00497681 0.0555271 0.0165387 0.0429632 0.0167419 0.00451847 0.0130695 0.0150052 0.0165101 0.0108155 0.072498 0.074748
0.075873 0.0195375 0.01295 0.013228 0.010639 0.00624849 0.00782461 0.0569618 0.0423505 0.0389066 0.0180633 0.010282 0.0118529 0.0228795 0.0176834 0.0153161 0.074748 0.076998
0.078123 0.0288117 0.0161227 0.019412 0.014905 0.00958972 0.0102753 0.0872989 0.0438751 0.0609444 0.0281678 0.0122038 0.0192529 0.0302716 0.0228737 0.0191988 0.076998 0.079248
0.080373 0.0381475 0.0175617 0.0242251 0.020154 0.0117311 0.0135236 0.113823 0.05101 0.0776808 0.0372206 0.0128594 0.0245457 0.0402488 0.025458 0.0249136 0.079248 0.081498
0.082904 0.0418515 0.0199677 0.0252262 0.0247157 0.0139507 0.0158772 0.113919 0.0478858 0.0702122 0.0386791 0.0174899 0.0235757 0.0490433 0.026063 0.0282667 0.081498 0.084311
0.085998 0.0608041 0.0283512 0.034077 0.0360983 0.0207422 0.0216902 0.164709 0.0654729 0.0984734 0.0569181 0.0238997 0.0324193 0.069614 0.0352654 0.038338 0.084311 0.087685
0.089373 0.0788967 0.0314338 0.0416121 0.0472445 0.0245436 0.0256627 0.212016 0.0726037 0.114617 0.0712498 0.0295365 0.0378374 0.0962325 0.0438264 0.0468078 0.087685 0.091061
0.092748 0.0993498 0.0350616 0.0468448 0.0573346 0.0277289 0.0280696 0.276052 0.0783262 0.138783 0.0881162 0.0300839 0.0433623 0.124817 0.0542529 0.0573437 0.091061 0.094435
0.096123 0.118645 0.0423932 0.0534216 0.0699422 0.0298416 0.0325526 0.323473 0.0894575 0.154814 0.107129 0.0373639 0.0494733 0.144752 0.0601604 0.0630264 0.094435 0.097811
0.099498 0.14097 0.0487434 0.0612569 0.0835722 0.0309294 0.0361901 0.382365 0.0891859 0.18531 0.126507 0.0413863 0.0555818 0.173756 0.0594019 0.0739234 0.097811 0.101186
0.102873 0.168475 0.0516182 0.0700406 0.0986516 0.0324995 0.0386952 0.46213 0.0872537 0.22157 0.151584 0.043561 0.0644499 0.206769 0.0609038 0.0827739 0.101186 0.104560
0.106248 0.192564 0.0505615 0.0738528 0.109026 0.0328132 0.0367348 0.543898 0.0752067 0.261772 0.173867 0.0448477 0.0690094 0.234951 0.0625719 0.0869561 0.104560 0.107936
0.109623 0.212522 0.0552321 0.0742512 0.12157 0.0407453 0.0385404 0.595038 0.107875 0.270873 0.195525 0.0430393 0.0726377 0.251056 0.0754075 0.0805781 0.107936 0.111310
0.112998 0.237665 0.0582188 0.0804588 0.138447 0.0426852 0.0409666 0.654941 0.135315 0.281855 0.220017 0.0461447 0.0784722 0.277672 0.0829459 0.084999 0.111310 0.114686
