#Observed stellar mass range: 9.2 < log10(M*/Msun) < 9.4
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.223118 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 68271
#Bestfit SF galaxies in bin: 66729
#Bestfit Q galaxies in bin: 1542
#Bestfit central galaxies in bin: 44204
#Bestfit satellite galaxies in bin: 24067
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 1.16314e-07 -2.62894e-08 1.16314e-07 1.19001e-07 -1.06848e-07 1.19001e-07 0 0 0 0 0 0 3.29948e-07 -8.23387e-08 3.29948e-07 0.000000 0.057873
0.059561 2.60705e-05 4.86418e-06 2.55905e-05 1.98983e-05 2.26725e-06 1.95157e-05 0.000293171 -5.28763e-05 0.000293171 9.53922e-07 8.15385e-06 9.47819e-07 7.22023e-05 5.06401e-06 7.14698e-05 0.057873 0.061248
0.062373 0.000137376 5.66281e-05 0.000131126 0.000109999 9.55896e-06 0.000106288 0.00132209 0.000417606 0.00131303 2.2928e-05 2.49595e-05 2.1633e-05 0.000347583 9.35171e-05 0.000334227 0.061248 0.063498
0.064623 0.000382848 5.92504e-05 0.00036323 0.000181976 3.92514e-05 0.000171548 0.00907546 -0.00384398 0.00899508 8.55952e-05 4.21878e-05 8.10732e-05 0.000928815 7.64752e-05 0.000886179 0.063498 0.065748
0.066873 0.000720381 0.000158919 0.000654521 0.000490649 0.00024146 0.000450904 0.0106619 -0.00442233 0.0103995 0.000272774 4.67037e-05 0.000254669 0.0015425 0.000423101 0.00139685 0.065748 0.067998
0.069123 0.00120812 0.000377052 0.00108201 0.000923529 0.000535914 0.000821111 0.0135237 -0.00545735 0.0129142 0.000458186 0.000332213 0.000403605 0.00258553 0.000587769 0.00231011 0.067998 0.070248
0.071373 0.00201642 0.000644025 0.00176163 0.00167579 0.000594339 0.00145582 0.0167566 -0.00595909 0.0155821 0.00106946 0.000465959 0.000919941 0.0037557 0.000900299 0.00324258 0.070248 0.072498
0.073623 0.00236759 0.00110779 0.00192612 0.00180629 0.00131414 0.00141243 0.0266576 -0.00945899 0.024598 0.0013966 0.000815846 0.00112894 0.00415102 0.00164737 0.00339832 0.072498 0.074748
0.075873 0.00335631 0.00172998 0.00262682 0.00275103 0.001772 0.0021639 0.0295495 -0.00437405 0.0262021 0.00211035 0.00148712 0.0015815 0.00564477 0.00280492 0.00455599 0.074748 0.076998
0.078123 0.00492874 0.00296047 0.00368841 0.00416407 0.00264711 0.00313734 0.0380193 -0.00203631 0.0322216 0.0033241 0.00239458 0.00247516 0.00787599 0.00445254 0.00600859 0.076998 0.079248
