#Observed stellar mass range: 9 < log10(M*/Msun) < 9.2
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.160039 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 129097
#Bestfit SF galaxies in bin: 92985
#Bestfit Q galaxies in bin: 36112
#Bestfit central galaxies in bin: 80969
#Bestfit satellite galaxies in bin: 48128
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 2.52622e-09 0 0 0 0 0 0 0 0 0 0 0 7.49058e-09 0 0.000000 0.057873
0.059561 0 2.83945e-08 0 0 0 0 0 0 0 0 0 0 0 8.26668e-08 0 0.057873 0.061248
0.062373 0 9.4885e-07 0 0 6.27474e-08 0 0 2.3815e-06 0 0 0 0 0 2.60858e-06 0 0.061248 0.063498
0.064623 8.14762e-07 1.50752e-06 8.14762e-07 0 8.95633e-07 0 2.9127e-06 6.30881e-07 2.9127e-06 0 0 0 2.18549e-06 4.05317e-06 2.18549e-06 0.063498 0.065748
0.066873 2.3609e-06 5.45256e-06 2.27879e-06 2.8057e-06 2.13518e-07 2.80538e-06 1.2156e-06 1.1071e-05 1.20703e-06 3.0751e-06 -8.83556e-07 3.0751e-06 1.15936e-06 1.35714e-05 1.12972e-06 0.065748 0.067998
0.069123 1.22789e-05 1.80849e-05 1.09353e-05 1.43944e-05 0 1.40269e-05 6.83179e-06 5.01478e-05 5.30258e-06 1.54578e-05 -4.3872e-06 1.53769e-05 6.93091e-06 5.36244e-05 4.69843e-06 0.067998 0.070248
0.071373 5.59155e-05 3.31636e-05 4.61187e-05 5.64457e-05 -4.2511e-06 5.30844e-05 5.45503e-05 0.000131536 4.3396e-05 6.46231e-05 -2.17022e-05 6.24463e-05 4.12661e-05 0.00014739 2.48725e-05 0.070248 0.072498
0.073623 0.000123047 0 0.000104953 0.000118006 -3.55471e-05 0.000108896 0.000136026 0.000140788 0.000109659 0.0001311 -3.09577e-05 0.000121878 0.000109498 0.000120172 8.31896e-05 0.072498 0.074748
0.075873 0.000197209 2.02553e-05 0.000164597 0.00013351 -1.93416e-06 0.000111136 0.000361225 0.000104285 0.000304877 0.000152727 -1.31629e-05 0.000131322 0.000272042 0.000103979 0.000226381 0.074748 0.076998
0.078123 0.000259318 0.000115704 0.000204141 0.000136689 6.86108e-05 0.000103463 0.000575076 0.00023017 0.000452054 0.000139462 6.83868e-05 0.000107593 0.000460959 0.000213609 0.000364769 0.076998 0.079248
