#Observed stellar mass range: 9.8 < log10(M*/Msun) < 10
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.223118 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 42366
#Bestfit SF galaxies in bin: 37053
#Bestfit Q galaxies in bin: 5313
#Bestfit central galaxies in bin: 28798
#Bestfit satellite galaxies in bin: 13568
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0.000924985 -0.000903915 0.000924977 9.18327e-06 1.3311e-05 9.18307e-06 0.00731181 -0.0072707 0.00731181 0 4.45483e-08 0 0.00288826 -0.00282288 0.00288824 0.000000 0.057873
0.059561 0.00528373 -0.00486009 0.00527593 4.06775e-05 0.000148211 3.92205e-05 0.0418489 -0.0395629 0.0418291 9.26744e-05 0.00016969 9.07601e-05 0.0163017 -0.0153878 0.0162884 0.057873 0.061248
0.062373 0.00443229 -0.00355968 0.00439402 0.000138328 0.000239495 0.000124072 0.0343785 -0.0301905 0.034284 0.000224195 0.000371242 0.000212502 0.013364 -0.011791 0.013315 0.061248 0.063498
0.064623 0.00241477 0.000164863 0.00226021 0.000758988 0.000868535 0.000686343 0.0139622 -0.00355993 0.0135158 0.000873597 0.00101836 0.000803035 0.0056859 -0.00114411 0.00545675 0.063498 0.065748
0.066873 0.00267094 0.00122674 0.00236996 0.00121762 0.00125869 0.00102585 0.0128064 0.00401964 0.011758 0.00167342 0.00172992 0.00146153 0.00478817 0.000746474 0.0042535 0.065748 0.067998
0.069123 0.00462125 0.0023294 0.00396955 0.00250509 0.0019227 0.002118 0.0193794 0.00894158 0.0169482 0.00401386 0.00251383 0.00352267 0.00591042 0.00329858 0.00508058 0.067998 0.070248
0.071373 0.00676694 0.00294308 0.00553792 0.00369068 0.00235294 0.00294371 0.0282209 0.00834269 0.023811 0.00560643 0.00238707 0.00467481 0.0092301 0.00409474 0.00739283 0.070248 0.072498
0.073623 0.0100611 0.00503314 0.00765062 0.00606737 0.00381599 0.00461265 0.0379136 0.0130089 0.0307959 0.00801918 0.00461317 0.00613339 0.0143951 0.00503732 0.0110554 0.072498 0.074748
0.075873 0.013166 0.00714071 0.0099452 0.00741354 0.00551654 0.00546662 0.0532841 0.0169434 0.0418269 0.0102992 0.0059519 0.00762787 0.0192509 0.00799561 0.0143379 0.074748 0.076998
0.078123 0.0188432 0.00982576 0.0129857 0.0111207 0.00723743 0.00810931 0.0727004 0.0269382 0.0534599 0.0133935 0.00795838 0.00934544 0.0304102 0.0113489 0.021043 0.076998 0.079248
