#Observed stellar mass range: 11.2 < log10(M*/Msun) < 11.4
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.223118 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 3197
#Bestfit SF galaxies in bin: 1133
#Bestfit Q galaxies in bin: 2064
#Bestfit central galaxies in bin: 2652
#Bestfit satellite galaxies in bin: 545
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0.00427643 -0.000512893 0.00422702 0 0.000698627 0 0.00662391 -0.00166509 0.00655367 0.00454754 -0.0011262 0.00450351 0.0029572 0.00294775 0.00295501 0.000000 0.057873
0.059561 0.0312916 0.0305756 0.0303536 0.00193115 0.00629187 0.00188638 0.0474085 0.0432767 0.0461814 0.0246826 0.0327836 0.0238128 0.0634513 0.0350303 0.0627257 0.057873 0.061248
0.062373 0.0754375 0.0857565 0.0710983 0.00757426 0.0120021 0.00723934 0.11269 0.100567 0.10646 0.0795605 0.0892179 0.0752792 0.0553748 0.119608 0.0520808 0.061248 0.063498
0.064623 0.154132 0.0834879 0.143326 0.0156476 0.0340427 0.0137573 0.230151 0.0872089 0.216663 0.161272 0.0680174 0.15072 0.119386 0.160825 0.109397 0.063498 0.065748
0.066873 0.228532 0.102411 0.204198 0.0398509 0.0260899 0.0363762 0.332105 0.132983 0.302387 0.246582 0.0895712 0.220746 0.140697 0.183692 0.123387 0.065748 0.067998
0.069123 0.303447 0.19986 0.261012 0.0383692 0.0334753 0.0323241 0.448958 0.239585 0.392771 0.324301 0.157386 0.279802 0.201971 0.236361 0.167718 0.067998 0.070248
0.071373 0.384453 0.250694 0.310223 0.047457 0.0833004 0.0343881 0.569441 0.292208 0.472216 0.395338 0.236494 0.318574 0.331482 0.306016 0.265907 0.070248 0.072498
0.073623 0.539012 0.291394 0.41076 0.0590023 0.103533 0.0345598 0.802506 0.317732 0.639821 0.544921 0.293095 0.415963 0.510259 0.336855 0.395094 0.072498 0.074748
0.075873 0.696333 0.318801 0.492326 0.0738116 0.100549 0.0463007 1.03806 0.404427 0.775613 0.726774 0.330854 0.516404 0.548208 0.285048 0.392812 0.074748 0.076998
0.078123 0.816655 0.36004 0.540238 0.133316 0.117637 0.0868649 1.19176 0.461448 0.821111 0.865208 0.348006 0.572932 0.580395 0.496479 0.372625 0.076998 0.079248
0.080373 0.9581 0.492322 0.576048 0.181667 0.0998125 0.121478 1.38431 0.550658 0.883009 1.0262 0.468196 0.619798 0.626737 0.487724 0.366139 0.079248 0.081498
