#Observed stellar mass range: 11 < log10(M*/Msun) < 11.2
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.244144 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 3211
#Bestfit SF galaxies in bin: 2103
#Bestfit Q galaxies in bin: 1108
#Bestfit central galaxies in bin: 2800
#Bestfit satellite galaxies in bin: 411
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0.00320034 0.000655908 0.00318214 0.00234341 -0.000283775 0.00234038 0.00482679 0.00250975 0.00479595 0.00353862 0.000538219 0.00352009 0.000895712 0.000435952 0.000895712 0.000000 0.057873
0.059561 0.0491706 0.0403135 0.04761 0.0260917 0.0171741 0.0253814 0.0929747 0.0858975 0.0898624 0.053377 0.0474366 0.0516787 0.0205137 0.0327155 0.0200817 0.057873 0.061248
0.062373 0.0860662 0.0656646 0.0820474 0.0271785 0.0345329 0.0253876 0.197836 0.116344 0.189443 0.0888478 0.0645848 0.0847501 0.067116 0.081574 0.0648036 0.061248 0.063498
0.064623 0.150293 0.114838 0.138654 0.0299227 0.0569161 0.0263938 0.378757 0.168412 0.358419 0.157073 0.10445 0.14544 0.104104 0.188817 0.0954449 0.063498 0.065748
0.066873 0.213496 0.135415 0.191804 0.0534989 0.0784622 0.0455354 0.517174 0.176428 0.473889 0.227689 0.123072 0.205038 0.116807 0.206703 0.101589 0.065748 0.067998
0.069123 0.278812 0.19637 0.23798 0.0833132 0.105264 0.0703152 0.649872 0.29621 0.573949 0.290524 0.189541 0.252839 0.199022 0.162423 0.16962 0.067998 0.070248
0.071373 0.376933 0.206066 0.312067 0.128653 0.131746 0.103845 0.848173 0.336883 0.729896 0.389862 0.224262 0.323339 0.288855 0.172934 0.244194 0.070248 0.072498
0.073623 0.548704 0.231818 0.440471 0.193941 0.140071 0.146031 1.22205 0.378414 1.03063 0.544592 0.240546 0.436034 0.576721 0.107804 0.475914 0.072498 0.074748
0.075873 0.685763 0.303827 0.531119 0.26349 0.156807 0.192129 1.48724 0.399047 1.18475 0.651225 0.343381 0.491423 0.921057 0.119058 0.76234 0.074748 0.076998
0.078123 0.824221 0.330061 0.581476 0.310632 0.197692 0.212811 1.79902 0.600896 1.37092 0.785459 0.353848 0.560191 1.08829 0.169991 0.828662 0.076998 0.079248
0.080373 0.90278 0.442771 0.609431 0.405887 0.201693 0.274275 1.84589 0.852555 1.29483 0.867023 0.479635 0.575587 1.14638 0.183766 0.8245 0.079248 0.081498
0.082904 0.889773 0.456043 0.556663 0.433676 0.199526 0.268658 1.75545 0.836139 1.14684 0.872421 0.488742 0.54469 1.00799 0.240002 0.678225 0.081498 0.084311
