#Observed stellar mass range: 8.8 < log10(M*/Msun) < 9
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.223118 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 109333
#Bestfit SF galaxies in bin: 108813
#Bestfit Q galaxies in bin: 520
#Bestfit central galaxies in bin: 69572
#Bestfit satellite galaxies in bin: 39761
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 8.83566e-08 0 0 7.823e-08 0 0 0 0 0 0 0 0 2.29606e-07 0 0.000000 0.057873
0.059561 1.07697e-06 4.98417e-06 1.03094e-06 1.08212e-06 2.44908e-06 1.07401e-06 0 1.4027e-05 0 0 0 0 2.9614e-06 1.31231e-05 2.83598e-06 0.057873 0.061248
0.062373 2.23081e-05 1.32481e-05 2.09544e-05 2.2092e-05 1.01094e-05 2.12482e-05 6.7527e-05 7.33607e-05 6.7527e-05 1.41324e-06 2.24819e-06 1.393e-06 5.88689e-05 3.3501e-05 5.5994e-05 0.061248 0.063498
0.064623 4.64883e-05 2.96888e-05 4.11895e-05 4.61932e-05 1.47703e-05 4.33824e-05 0.000108227 0.000413064 0.000108227 6.3481e-06 1.07556e-05 6.07195e-06 0.000116724 6.95042e-05 0.000104384 0.063498 0.065748
0.066873 0.000107675 0.000101218 9.34118e-05 9.43476e-05 8.59019e-05 8.45926e-05 0.00289642 -0.00134992 0.00287337 5.07694e-05 2.66096e-05 4.75857e-05 0.000207245 0.000249549 0.000181674 0.065748 0.067998
0.069123 0.000223094 0.000172316 0.000185775 0.000200965 0.00016517 0.000170461 0.0048538 -0.000283534 0.00474509 0.000103171 8.67354e-05 9.24795e-05 0.000432931 0.000401077 0.000354679 0.067998 0.070248
0.071373 0.000356046 0.000277828 0.000295353 0.000328793 0.000226716 0.000273245 0.0060587 -0.00108482 0.00585675 0.000199279 0.000204901 0.000169446 0.000630349 0.000420614 0.000505984 0.070248 0.072498
0.073623 0.000714852 0.000497402 0.00057708 0.000641983 0.000492672 0.000521026 0.0159633 -0.00698155 0.0153972 0.000418002 0.000367603 0.000349646 0.00123427 0.00074757 0.00100046 0.072498 0.074748
0.075873 0.0010933 0.000869149 0.00084762 0.000968365 0.000825058 0.000750329 0.0272366 -0.013775 0.0261072 0.000610048 0.000586611 0.000448731 0.00193887 0.00123105 0.00152946 0.074748 0.076998
0.078123 0.00167216 0.00130193 0.00122234 0.00153272 0.00109396 0.00114801 0.0308525 -0.0122696 0.0288917 0.000934388 0.000781752 0.000660001 0.00296309 0.00161837 0.00225953 0.076998 0.079248
0.080373 0.00247726 0.00177164 0.00176563 0.00229509 0.00150956 0.00164246 0.0405978 -0.0140617 0.0376551 0.00154595 0.00106027 0.00104315 0.00410684 0.00234401 0.00311176 0.079248 0.081498
0.082904 0.00324289 0.0024853 0.00217763 0.00308606 0.00206697 0.00207254 0.0360617 -0.00685503 0.0319999 0.00214801 0.00155483 0.00138533 0.00515867 0.00329913 0.0035425 0.081498 0.084311
0.085998 0.00549959 0.00375748 0.00340898 0.00531591 0.00343923 0.00335786 0.0439363 -0.0052884 0.0375763 0.00391419 0.00258995 0.00234741 0.00827366 0.00528378 0.00514127 0.084311 0.087685
