#Observed stellar mass range: 10 < log10(M*/Msun) < 10.2
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.160039 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 56544
#Bestfit SF galaxies in bin: 34432
#Bestfit Q galaxies in bin: 22112
#Bestfit central galaxies in bin: 36863
#Bestfit satellite galaxies in bin: 19681
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 1.29334e-09 2.77695e-07 1.29334e-09 0 0 0 3.30727e-09 4.35996e-07 3.30727e-09 0 0 0 3.71579e-09 5.12473e-07 3.71579e-09 0.000000 0.057873
0.059561 4.46385e-05 5.49499e-05 4.34334e-05 2.79797e-05 -5.82883e-06 2.79654e-05 7.05789e-05 0.00013447 6.80243e-05 2.14136e-06 2.08637e-05 1.96772e-06 0.000124237 9.53666e-05 0.00012157 0.057873 0.061248
0.062373 0.000203473 8.50657e-05 0.000192731 0.000117777 -1.32056e-05 0.000116329 0.000336915 0.000327318 0.000316228 1.648e-05 6.6576e-05 1.53982e-05 0.000553716 0.000239415 0.000532432 0.061248 0.063498
0.064623 0.000793541 0.000160812 0.000747866 0.00051166 -8.18929e-05 0.000499334 0.00123247 0.000681947 0.0011516 0.000147292 0.000187435 0.000134219 0.00200398 9.0339e-05 0.00189575 0.063498 0.065748
0.066873 0.00115279 0.000342406 0.00105538 0.000420131 0.000197519 0.00038737 0.00229367 0.000825161 0.00209714 0.000411739 0.000406264 0.000359972 0.00254081 3.72257e-05 0.00236021 0.065748 0.067998
0.069123 0.00229418 0.000442719 0.00206155 0.000583152 0.000647884 0.00049035 0.00495853 0.000391464 0.00452037 0.00104377 0.000738722 0.000893343 0.00463623 -2.8648e-05 0.00430637 0.067998 0.070248
0.071373 0.00297346 0.00137464 0.00252077 0.00124395 0.00114696 0.00100914 0.00566659 0.00157213 0.00485464 0.00208088 0.00125459 0.00173306 0.00464529 0.00153527 0.00397679 0.070248 0.072498
0.073623 0.00500872 0.0018158 0.004043 0.00233831 0.00144151 0.00183735 0.00916699 0.00300743 0.00747447 0.00367763 0.00180074 0.00301699 0.00750189 0.00261431 0.00611381 0.072498 0.074748
0.075873 0.00629621 0.00291067 0.00483706 0.00338708 0.00218263 0.00257668 0.0108262 0.0043539 0.00831774 0.00488155 0.00222146 0.00380836 0.00894592 0.00439976 0.00668245 0.074748 0.076998
0.078123 0.0088106 0.0045631 0.00632431 0.00514427 0.00321666 0.00379747 0.0145197 0.00682637 0.0102789 0.0070582 0.00345422 0.00519255 0.0120929 0.00716767 0.00814074 0.076998 0.079248
0.080373 0.0118816 0.00597168 0.00820668 0.00771481 0.00416074 0.00557675 0.0183699 0.00828873 0.0123444 0.00988511 0.00468483 0.00707615 0.015621 0.00955575 0.0101728 0.079248 0.081498
0.082904 0.0145115 0.00708412 0.00961846 0.00978126 0.00475879 0.00687636 0.0218771 0.0100406 0.0145624 0.0123111 0.00574122 0.00838381 0.0186328 0.0108126 0.011818 0.081498 0.084311
0.085998 0.0220674 0.0103453 0.0135773 0.0151325 0.00762905 0.00962519 0.0328662 0.0169647 0.0203244 0.0182962 0.00935518 0.0114331 0.0291311 0.0130384 0.0174672 0.084311 0.087685
0.089373 0.0299372 0.012622 0.0168306 0.0208594 0.00847106 0.0121305 0.0440729 0.0189288 0.0255102 0.0257566 0.0115602 0.0150171 0.0377677 0.0157863 0.0210412 0.087685 0.091061
0.092748 0.0382332 0.0145799 0.0205708 0.0273995 0.00827883 0.0152058 0.055103 0.0242054 0.0293198 0.033495 0.0116467 0.0182943 0.0471079 0.0196014 0.0243367 0.091061 0.094435
0.096123 0.0461002 0.0155937 0.0228329 0.0322486 0.0106388 0.0156042 0.0676693 0.024791 0.0344456 0.0397333 0.0134152 0.0199684 0.0580256 0.0203218 0.0282542 0.094435 0.097811
0.099498 0.0555049 0.0149967 0.0257146 0.0392999 0.0109068 0.0178674 0.0807388 0.0253663 0.0375809 0.0483537 0.0124001 0.0224723 0.0688992 0.0231456 0.0302323 0.097811 0.101186
0.102873 0.0647882 0.0161981 0.0278419 0.0459236 0.0117631 0.0195257 0.0941634 0.0294894 0.0410655 0.0567202 0.0131038 0.0245354 0.0798999 0.0253734 0.0330553 0.101186 0.104560
0.106248 0.073818 0.0167844 0.0295352 0.0517785 0.0131631 0.0197133 0.108137 0.027033 0.0440266 0.0663259 0.0136018 0.0273511 0.0878506 0.0242454 0.0325556 0.104560 0.107936
0.109623 0.0840552 0.0193303 0.0304562 0.0600427 0.014893 0.0213269 0.121447 0.0329619 0.0468033 0.0763764 0.0151915 0.0292752 0.0984376 0.031089 0.0325529 0.107936 0.111310
